17,19.9605,380.618,190.495
379.286,19.9605,741.752,190.495
740.42,19.9605,1105,190.495
17,189.163,380.618,360.37
379.286,189.163,741.752,360.37
740.42,189.163,1105,360.37
17,359.038,380.618,530.24
379.286,359.038,741.752,530.24
740.42,359.038,1105,530.24
17,528.908,380.618,699.447
379.286,528.908,741.752,699.447
740.42,528.908,1105,699.447
